date,area,n,strike_label,k,K,price_per_1,source
2017-02-28,EU,1,S2,0.02,1.02,0.691,floor
2017-02-28,EU,1,SN1,-0.01,0.99,0.001,floor
2017-03-31,EU,1,S0,0.0,1.0,0.07200000000000001,floor
2017-03-31,EU,1,S1,0.01,1.01,0.431,floor
2017-03-31,EU,1,S2,0.02,1.02,1.23,floor
2017-03-31,EU,1,SN1,-0.01,0.99,0.006999999999999999,floor
2017-04-28,EU,1,S0,0.0,1.0,0.0537,floor
2017-04-28,EU,1,S1,0.01,1.01,0.3358,floor
2017-04-28,EU,1,S2,0.02,1.02,1.114,floor
2017-04-28,EU,1,SN1,-0.01,0.99,0.007801,floor
2017-05-31,EU,1,S0,0.0,1.0,0.058899999999999994,floor
2017-05-31,EU,1,S1,0.01,1.01,0.366,floor
2017-05-31,EU,1,S2,0.02,1.02,1.1719,floor
2017-05-31,EU,1,SN1,-0.01,0.99,0.008400999999999999,floor
2017-06-30,EU,1,S0,0.0,1.0,0.0397,floor
2017-06-30,EU,1,S1,0.01,1.01,0.2602,floor
2017-06-30,EU,1,S2,0.02,1.02,0.9704,floor
2017-06-30,EU,1,SN1,-0.01,0.99,0.005901,floor
2017-07-31,EU,1,S0,0.0,1.0,0.037000000000000005,floor
2017-07-31,EU,1,S1,0.01,1.01,0.27699999999999997,floor
2017-07-31,EU,1,S2,0.02,1.02,0.971,floor
2017-07-31,EU,1,SN1,-0.01,0.99,0.003,floor
2017-08-31,EU,1,S0,0.0,1.0,0.0298,floor
2017-08-31,EU,1,S1,0.01,1.01,0.22390000000000002,floor
2017-08-31,EU,1,S2,0.02,1.02,0.9055,floor
2017-08-31,EU,1,SN1,-0.01,0.99,0.003901,floor
2017-09-29,EU,1,S0,0.0,1.0,0.023100999999999997,floor
2017-09-29,EU,1,S1,0.01,1.01,0.1759,floor
2017-09-29,EU,1,S2,0.02,1.02,0.7862,floor
2017-09-29,EU,1,SN1,-0.01,0.99,0.001,floor
2017-10-31,EU,1,S0,0.0,1.0,0.02,floor
2017-10-31,EU,1,S1,0.01,1.01,0.19,floor
2017-10-31,EU,1,S2,0.02,1.02,0.799,floor
2017-10-31,EU,1,SN1,-0.01,0.99,0.001,floor
2017-11-30,EU,1,S0,0.0,1.0,0.017,floor
2017-11-30,EU,1,S1,0.01,1.01,0.16,floor
2017-11-30,EU,1,S2,0.02,1.02,0.723,floor
2017-11-30,EU,1,SN1,-0.01,0.99,0.001,floor
2017-12-29,EU,1,S0,0.0,1.0,0.018801000000000002,floor
2017-12-29,EU,1,S1,0.01,1.01,0.14800000000000002,floor
2017-12-29,EU,1,S2,0.02,1.02,0.7169,floor
2017-12-29,EU,1,SN1,-0.01,0.99,0.0025009999999999998,floor
2018-01-31,EU,1,S0,0.0,1.0,0.01,floor
2018-01-31,EU,1,S1,0.01,1.01,0.11699999999999999,floor
2018-01-31,EU,1,S2,0.02,1.02,0.649,floor
2018-01-31,EU,1,SN1,-0.01,0.99,0.001,floor
2018-02-28,EU,1,S0,0.0,1.0,0.019,floor
2018-02-28,EU,1,S1,0.01,1.01,0.185,floor
2018-02-28,EU,1,S2,0.02,1.02,0.8220000000000001,floor
2018-02-28,EU,1,SN1,-0.01,0.99,0.001,floor
2018-03-30,EU,1,S0,0.0,1.0,0.020001,floor
2018-03-30,EU,1,S1,0.01,1.01,0.17,floor
2018-03-30,EU,1,S2,0.02,1.02,0.7979999999999999,floor
2018-03-30,EU,1,SN1,-0.01,0.99,0.002001,floor
2018-04-30,EU,1,S0,0.0,1.0,0.022001,floor
2018-04-30,EU,1,S1,0.01,1.01,0.192,floor
2018-04-30,EU,1,S2,0.02,1.02,0.858,floor
2018-04-30,EU,1,SN1,-0.01,0.99,0.0030009999999999998,floor
2018-05-31,EU,1,S0,0.0,1.0,0.004,floor
2018-05-31,EU,1,S1,0.01,1.01,0.055999999999999994,floor
2018-05-31,EU,1,S2,0.02,1.02,0.45299999999999996,floor
2018-05-31,EU,1,SN1,-0.01,0.99,0.001001,floor
2018-06-29,EU,1,S0,0.0,1.0,0.007000999999999999,floor
2018-06-29,EU,1,S1,0.01,1.01,0.064,floor
2018-06-29,EU,1,S2,0.02,1.02,0.452,floor
2018-06-29,EU,1,SN1,-0.01,0.99,0.001001,floor
